api_id,capability_1,capability_2,capability_3
phone_and_email_validator_v2_postalcode,location,zip,postal
phone_and_email_validator_v2_ip_address,address,,
phone_and_email_validator_v2_phone_number,number,format,phone
phone_and_email_validator_v2_email_id,com,example,email
phone_formatter_regions,string,language,specified
phone_formatter_simpleregions,list,value,specific
phone_formatter_format,number,country,format
phone_formatter_simple,parameters,value,language
phone_formatter_format-2,number,country,format
phone_number_parser_parse_validate_phone_number,number,string,phone
phone_number_validator_format_number_for_region,number,given,format
phone_number_validator_validate_for_region,number,phone,specified
phone_validator_validate_phone,location,number,phone
plivo_1_send_a_message,com,send,docs
plivo_2_make_an_outbound_call,endpoint,com,docs
post_paid_sms_send_sms,send,sms,
postmark_email_email,com,format,message
promails_send_emails,endpoint,request,com
pubnub_network_history,messages,history,older
pubnub_network_time,time,network,pubnub
punto_61_getarchive,getarchive,,
pushsafer_sound,list,available,notification
pushsafer_icon,list,available,notification
pushsafer_validate_key,key,validate,private
pushsafer_delete_group,group,delete,
pushsafer_update_group_devices,update,group,devices
pushsafer_update_group_status,status,update,group
pushsafer_update_group_name,update,group,
pushsafer_create_group,create,group,device
pushsafer_read_groups,read,device,groups
pushsafer_delete_device,delete,device,registered
pushsafer_update_device_status,status,set,update
pushsafer_update_device_name,specified,update,device
pushsafer_read_devices,list,read,device
pushsafer_read_messages,messages,read,device
pushsafer_send_a_push_notifications,com,send,time
pushsafer_validate_key-2,key,validate,private
pushsafer_delete_group-2,group,delete,
pushsafer_update_group_devices-2,update,group,devices
pushsafer_update_group_status-2,status,update,group
pushsafer_update_group_name-2,update,group,
pushsafer_create_group-2,create,group,device
pushsafer_read_groups-2,read,device,groups
pushsafer_delete_device-2,delete,device,registered
pushsafer_update_device_status-2,status,set,update
pushsafer_update_device_name-2,specified,update,device
pushsafer_read_devices-2,list,read,device
pushsafer_read_messages-2,messages,read,device
pushsafer_send_a_push_notifications-2,com,send,time
pushwoosh_pushwoosh,reference,pushwoosh,
qr_code_by_api_ninjas_v1_qrcode,endpoint,parameters,specified
qrcode_png_color_get_qrcode,send,size,color
qrcode_png_color_get_simple_qrcode,text,simple,qrcode
quick_email_verification_v1_verify,verify,,
quickblox_get_places_json,list,json,places
quickblox_get_users_json,list,json,parameters
quickblox_get_geodata_find_json,request,json,current
quickblox_get_blobs_uid_xml,request,parameter,object
quickblox_get_blobs_json,list,request,user
quickblox_post_users_json,user,json,address
quickblox_post_places_json,create,json,post
quickblox_post_geodata_json,create,json,post
quickblox_post_blobs_json,create,json,post
quierochat_acceso_al_chat,chat,usuario,acceso
quote_api_try_get_a_quote,quote,specifiy,
reinflux_https_reinflux_com_demo_weather_php,https,com,weather
retrieve_dns_entries_api_schema,schema,,
retrieve_dns_entries_api_dns,dns,,
retrieve_dns_entries_api_whois,whois,,
revista_verde_green_journal,https,green,website
ritmobingvideos_url,url,dsa,
ritmobingvideos_ritmo_hub,hub,ritmo,
robokiller_call_confidence_getnumberreputation,number,phone,method
robokiller_sms_reputation_getsmsreputation,number,time,given
rollicate_graphql,endpoint,graphql,
rostos_reconhecimento_facial,facial,reconhecimento,
rostos_teste,teste,,
sagenda_free_booking_system_events_getbookableitemlist,list,events,items
sagenda_free_booking_system_events_setbookingwithpayment,url,events,payment
sagenda_free_booking_system_events_setbooking,event,events,point
sawyertest_sawyer_test,test,sawyer,
scout_advanced_phone_number_lookup,location,number,type
scout_basic_phone_number_validation,number,country,format
screenshotapi_net_screenshot,website,screenshot,
sdl_language_cloud_translate_text,text,translate,
sdl_language_cloud_array_text_translation,using,text,language
send_sms_parameters_required_for_sending_message,parameters,message,required
send_sms_through_msg91_query_parameters,send,parameters,query
sendhub_add_contact,add,contact,
sendhub_adding_and_removing_contacts,adding,contacts,removing
sendhub_send_messages,send,message,text
sendhub_add_group,add,group,
sendingemail_localhost_5000_v1_controller_sendingemail_php,php,5000,controller
sendsms_message_send,send,message,
sent_ly_https,https,sent,web
serverless_blogging_media,account,image,media
serverless_blogging_blog,individual,open,blog
serverless_blogging_groups,account,different,groups
serverless_blogging_blogs,query,account,blogs
sholltna_android_sholltna,test,sholltna,
signl4_critical_mobile_alerting_alerts_alertid,gets,alerts,alert
signl4_critical_mobile_alerting_users_userid_image,users,image,userid
signl4_critical_mobile_alerting_teams_teamid_memberships,teamid,teams,memberships
signl4_critical_mobile_alerting_users_userid,user,details,address
signl4_critical_mobile_alerting_teams_teamid_dutysummary,teamid,teams,dutysummary
signl4_critical_mobile_alerting_scripts_inventory,available,added,subscription
signl4_critical_mobile_alerting_categories_teamid_metrics,request,categories,sample
signl4_critical_mobile_alerting_prepaid_balance,balance,prepaid,
signl4_critical_mobile_alerting_teams_teamid_setupprogress,teamid,teams,setupprogress
signl4_critical_mobile_alerting_teams_teamid_dutyreports_filename,teamid,teams,filename
signl4_critical_mobile_alerting_alerts_alertid_attachments_attachmentid,alerts,alertid,attachments
signl4_critical_mobile_alerting_subscriptions_subscriptionid_channelprices,subscriptions,subscriptionid,channelprices
signl4_critical_mobile_alerting_alerts_alertid_annotations,alerts,alert,alertid
signl4_critical_mobile_alerting_teams_teamid_schedules_scheduleid,teamid,teams,schedules
signl4_critical_mobile_alerting_prepaid_settings,settings,prepaid,
signl4_critical_mobile_alerting_users_userid_setupprogress,users,userid,setupprogress
signl4_critical_mobile_alerting_events_eventid_parameters,parameters,event,events
signl4_critical_mobile_alerting_users,list,user,details
signl4_critical_mobile_alerting_events_eventid_overview,event,events,overview
signl4_critical_mobile_alerting_webhooks,defined,collection,webhooks
signl4_critical_mobile_alerting_teams_teamid_schedules,teamid,teams,schedules
signl4_critical_mobile_alerting_teams_teamid_alertreports_filename,teamid,teams,filename
signl4_critical_mobile_alerting_categories_teamid_categoryid_subscriptions,request,categories,sample
signl4_critical_mobile_alerting_teams_teamid_alertsettings,teamid,teams,alertsettings
signl4_critical_mobile_alerting_categories_images,categories,images,
signl4_critical_mobile_alerting_scripts_instances_instanceid,specified,gets,instance
signl4_critical_mobile_alerting_teams_teamid,teamid,teams,
signl4_critical_mobile_alerting_scripts_inventory_parsed,inventory,scripts,parsed
signl4_critical_mobile_alerting_categories_teamid_categoryid_metrics,request,categories,sample
signl4_critical_mobile_alerting_subscriptions_subscriptionid_userlicenses,subscriptions,subscriptionid,userlicenses
signl4_critical_mobile_alerting_categories_teamid_categoryid,request,categories,sample
signl4_critical_mobile_alerting_subscriptions_subscriptionid_prepaidsettings,subscriptions,subscriptionid,prepaidsettings
signl4_critical_mobile_alerting_subscriptions_subscriptionid_prepaidbalance,subscriptions,subscriptionid,prepaidbalance
signl4_critical_mobile_alerting_alerts_alertid_overview,alerts,alert,alertid
signl4_critical_mobile_alerting_scripts_instances,subscription,scripts,instances
signl4_critical_mobile_alerting_subscriptions,subscriptions,,
signl4_critical_mobile_alerting_teams,teams,,
signl4_critical_mobile_alerting_categories_teamid,request,categories,sample
signl4_critical_mobile_alerting_scripts_inventory_parsed_scriptid,specified,gets,passed
signl4_critical_mobile_alerting_subscriptions_subscriptionid_prepaidtransactions,subscriptions,subscriptionid,prepaidtransactions
signl4_critical_mobile_alerting_prepaid_transactions,transactions,prepaid,
signl4_critical_mobile_alerting_teams_teamid_alertreports,teamid,teams,alertreports
signl4_critical_mobile_alerting_subscriptions_subscriptionid,subscriptions,subscriptionid,
signl4_critical_mobile_alerting_teams_teamid_eventsources,teamid,teams,eventsources
signl4_critical_mobile_alerting_subscriptions_subscriptionid_features,features,subscriptions,subscriptionid
signl4_critical_mobile_alerting_alerts_alertid_attachments,alerts,alert,alertid
signl4_critical_mobile_alerting_subscriptions_subscriptionid_teams,teams,subscriptions,subscriptionid
signl4_critical_mobile_alerting_alerts_report,time,response,alerts
signl4_critical_mobile_alerting_users_userid_dutystatus,object,users,userid
signl4_critical_mobile_alerting_alerts_alertid_notifications,users,alerts,notifications
signl4_critical_mobile_alerting_teams_teamid_dutyreports,teamid,teams,dutyreports
signl4_critical_mobile_alerting_getwebhookbyid,specified,webhook,passed
signl4_critical_mobile_alerting_events_paged,add,event,events
signl4_critical_mobile_alerting_teams_teamid_schedules-2,teamid,teams,schedules
signl4_critical_mobile_alerting_users_userid_punchin,user,specified,users
signl4_critical_mobile_alerting_teams_teamid_memberships-2,teamid,teams,memberships
signl4_critical_mobile_alerting_teams_teamid_schedules_multiple,multiple,teamid,teams
signl4_critical_mobile_alerting_users_userid_punchinasmanager,user,specified,users
signl4_critical_mobile_alerting_users_userid_image-2,users,image,userid
signl4_critical_mobile_alerting_alerts_alertid_undoacknowledge,method,alerts,alert
signl4_critical_mobile_alerting_scripts_instances-2,request,body,new
signl4_critical_mobile_alerting_alerts_paged,alerts,paged,
signl4_critical_mobile_alerting_scripts_instances_instanceid_enable,enable,scripts,instances
signl4_critical_mobile_alerting_scripts_instances_instanceid_disable,scripts,instances,disable
signl4_critical_mobile_alerting_teams_teamid_schedules_deleterange,teamid,teams,schedules
signl4_critical_mobile_alerting_alerts_undoacknowledgemultiple,method,multiple,alerts
signl4_critical_mobile_alerting_teams_teamid_alertsettings-2,teamid,teams,alertsettings
signl4_critical_mobile_alerting_webhooks-2,new,events,webhook
signl4_critical_mobile_alerting_categories_teamid-2,request,value,post
signl4_critical_mobile_alerting_alerts_acknowledgeall,user,specific,method
signl4_critical_mobile_alerting_alerts_alertid_undoclose,method,alerts,alert
signl4_critical_mobile_alerting_alerts_alertid_close,alerts,alertid,close
signl4_critical_mobile_alerting_teams_teamid_memberships_resendinvitemail,teamid,teams,memberships
signl4_critical_mobile_alerting_alerts_closemultiple,provided,method,alerts
signl4_critical_mobile_alerting_users_userid_checkpermissions,users,userid,checkpermissions
signl4_critical_mobile_alerting_alerts_alertid_acknowledge,alerts,alertid,acknowledge
signl4_critical_mobile_alerting_alerts,new,receive,alerts
signl4_critical_mobile_alerting_users_userid_punchout,user,specified,users
signl4_critical_mobile_alerting_alerts_alertid_annotate,given,info,alerts
signl4_critical_mobile_alerting_webhooks_webhookid_disable,webhooks,disable,webhookid
signl4_critical_mobile_alerting_alerts_undoclosemultiple,method,multiple,alerts
signl4_critical_mobile_alerting_categories_teamid_categoryid_subscriptions-2,request,post,categories
signl4_critical_mobile_alerting_alerts_acknowledgemultiple,provided,method,alerts
signl4_critical_mobile_alerting_webhooks_webhookid_enable,webhooks,enable,webhookid
signl4_critical_mobile_alerting_alerts_closeall,method,alerts,currently
sim_based_location_tracking_trip_scurrentstatus,endpoint,location,user
sim_based_location_tracking_updatetrip,endpoint,location,user
sim_based_location_tracking_fetchalltrips,endpoint,trips,fetching
sim_based_location_tracking_createtrip,endpoint,location,user
sim_based_location_tracking_checkconsent,endpoint,user,number
sim_based_location_tracking_fetchatrip,endpoint,user,number
sim_based_location_tracking_endtrip,endpoint,user,parameter
sim_based_location_tracking_fetchlocation,endpoint,location,user
sim_based_location_tracking_numberlist,endpoint,user,phone
sim_based_location_tracking_resendconsentsms,endpoint,location,user
sim_based_location_tracking_addnumber,endpoint,user,number
sim_based_location_tracking_delete_number,user,number,parameter
sim_based_location_tracking_getlatestlocation,location,user,number
sim_based_location_tracking_checkconcent,endpoint,location,user
sim_based_location_tracking_routehistory,endpoint,user,number
sim_based_location_tracking_updatetrip-2,endpoint,location,user
sim_based_location_tracking_createtrip-2,endpoint,location,user
sim_based_location_tracking_endtrip-2,endpoint,user,parameter
sim_based_location_tracking_resendconsentsms-2,endpoint,location,user
sim_based_location_tracking_addnumber-2,endpoint,user,number
sim_based_location_tracking_delete_number-2,user,number,parameter
simplified_apns_apple_push_notification_service_pushrequestproduction,pushrequestproduction,,
skype_graph_search,search,user,address
sms_sa,sasa,,
sms_cloud_send,list,send,sms
sms_gateway_sms_gateway,sms,gateway,
sms_gateway_hlr_lookup_network_query,query,lookup,network
sms_sending_deletecontacts,list,delete,contacts
sms_sending_getinfo,account,getinfo,
sms_sending_createlist,list,com,create
sms_sending_getblacklist,phone,numbers,mobile
sms_sending_getpull,sms,related,campaign
sms_sending_sendsms,send,sms,sendsms
sms_sending_getsubaccounts,account,accounts,attached
sms_sending_populatelist,list,method,contacts
sms_sending_deletecampaign,sms,delete,campaign
sms_sending_deletelist,list,delete,contacts
sms_sending_createsubaccount,create,account,subaccount
sms_sending_getlists,list,account,contacts
sms_sending_deletesubaccount,delete,subaccount,deletesubaccount
sms_sending_getcontacts,list,contacts,stored
sms_sending_getacks,operators,recover,acknowledgments
sms_sending_simulatecampaign,sms,sending,campaign
